ad_id,campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR (%),CPC ($)
709761,916,40-44,M,16,19,20,2861.0,0,0.0,1.0,0.0,0.0,0.0
709899,916,40-44,M,15,18,20,1398.0,0,0.0,1.0,1.0,0.0,0.0
709901,916,40-44,M,16,18,20,23817.0,7,8.470000148,1.0,1.0,0.02939077129781249,1.2100000211428572
710045,916,45-49,M,16,22,17,47224.0,12,15.82000017,1.0,0.0,0.025410808063696423,1.3183333475
710088,916,45-49,M,24,26,27,2283.0,1,1.470000029,1.0,0.0,0.043802014892685065,1.470000029
710360,916,45-49,M,21,26,24,2182.0,1,1.529999971,1.0,1.0,0.045829514207149404,1.529999971
710477,916,30-34,F,16,19,19,2654.0,0,0.0,1.0,1.0,0.0,0.0
710480,916,30-34,F,16,21,20,57665.0,14,18.06999969,1.0,1.0,0.024278158328275384,1.2907142635714286
710571,916,30-34,F,32,37,38,3091.0,1,1.610000014,1.0,1.0,0.03235198964736331,1.610000014
710617,916,30-34,F,15,19,16,5014.0,1,1.190000057,1.0,0.0,0.01994415636218588,1.190000057
710623,916,30-34,F,16,19,20,38726.0,7,9.220000267,1.0,0.0,0.018075711408356142,1.3171428952857143
710628,916,30-34,F,18,24,22,1473.0,0,0.0,1.0,0.0,0.0,0.0
710682,916,30-34,F,27,33,32,1186.0,0,0.0,1.0,0.0,0.0,0.0
710763,916,30-34,F,15,19,17,5369.0,1,1.50999999,1.0,0.0,0.018625442354255912,1.50999999
710836,916,30-34,F,29,33,31,22221.0,7,9.430000067,1.0,1.0,0.03150173259529274,1.3471428667142857
710867,916,30-34,F,63,64,68,1185.0,0,0.0,1.0,0.0,0.0,0.0
710880,916,30-34,F,65,70,68,13019.0,5,6.960000038,1.0,0.0,0.038405407481373374,1.3920000076
710961,916,35-39,F,25,29,26,2508.0,1,1.220000029,1.0,0.0,0.03987240829346093,1.220000029
710968,916,35-39,F,27,31,29,5864.0,2,2.799999952,1.0,1.0,0.034106412005457026,1.399999976
711217,916,35-39,F,20,26,23,2783.0,1,1.600000024,1.0,0.0,0.035932446999640676,1.600000024
711623,916,40-44,F,15,18,20,3812.0,1,1.129999995,2.0,1.0,0.026232948583420776,1.129999995
711764,916,45-49,F,10,16,11,11199.0,4,5.730000019,1.0,1.0,0.035717474774533436,1.43250000475
711785,916,45-49,F,19,25,23,292.0,0,0.0,1.0,0.0,0.0,0.0
711877,916,45-49,F,63,67,65,17572.0,7,9.379999995,1.0,0.0,0.03983610289096289,1.3399999992857143
712052,916,45-49,F,10,13,11,1448.0,0,0.0,1.0,1.0,0.0,0.0
734209,936,30-34,M,10,16,14,1772.0,0,0.0,1.0,1.0,0.0,0.0
734210,936,30-34,M,10,16,13,13329.0,4,5.629999995,1.0,1.0,0.030009753169780176,1.40749999875
734215,936,30-34,M,15,19,17,13659.0,3,3.840000033,1.0,0.0,0.021963540522732264,1.280000011
734243,936,30-34,M,21,23,24,739.0,0,0.0,1.0,1.0,0.0,0.0
734266,936,30-34,M,25,30,27,605.0,0,0.0,1.0,0.0,0.0,0.0
734272,936,30-34,M,26,32,29,1030.0,0,0.0,1.0,0.0,0.0,0.0
734290,936,30-34,M,29,32,35,5374.0,1,1.039999962,4.0,0.0,0.018608113137327877,1.039999962
734313,936,30-34,M,36,38,38,790.0,0,0.0,1.0,1.0,0.0,0.0
734314,936,30-34,M,36,38,38,962.0,0,0.0,1.0,0.0,0.0,0.0
734352,936,35-39,M,10,11,16,4423.0,1,1.460000038,1.0,1.0,0.022609088853719195,1.460000038
734361,936,35-39,M,16,19,19,12382.0,2,2.839999914,1.0,1.0,0.016152479405588758,1.419999957
734381,936,35-39,M,20,25,24,2938.0,1,1.350000024,1.0,1.0,0.03403675970047651,1.350000024
734399,936,35-39,M,23,24,27,239.0,0,0.0,1.0,0.0,0.0,0.0
734418,936,35-39,M,26,27,28,591.0,0,0.0,1.0,0.0,0.0,0.0
734421,936,35-39,M,27,29,32,10332.0,4,5.75,1.0,0.0,0.03871467286101432,1.4375
734427,936,35-39,M,28,29,31,8259.0,3,3.980000019,1.0,0.0,0.03632401017072285,1.326666673
734433,936,35-39,M,29,35,31,12158.0,3,4.449999928,1.0,0.0,0.024675111037999672,1.4833333093333334
734582,936,40-44,M,29,33,33,7709.0,2,1.320000052,2.0,0.0,0.02594370216629913,0.660000026
734605,936,40-44,M,36,37,41,834.0,0,0.0,1.0,0.0,0.0,0.0
734660,936,45-49,M,18,22,23,1299.0,0,0.0,2.0,0.0,0.0,0.0
734666,936,45-49,M,19,24,20,371.0,0,0.0,1.0,0.0,0.0,0.0
734726,936,45-49,M,29,30,35,10466.0,3,4.090000033,1.0,0.0,0.02866424613032677,1.3633333443333333
734737,936,45-49,M,31,37,33,839.0,0,0.0,1.0,0.0,0.0,0.0
734785,936,30-34,F,10,13,13,5576.0,1,1.529999971,1.0,1.0,0.01793400286944046,1.529999971
734794,936,30-34,F,16,19,17,4010.0,0,0.0,1.0,0.0,0.0,0.0
734796,936,30-34,F,16,22,17,39337.0,7,10.03000009,1.0,1.0,0.017794951318097465,1.4328571557142857
734800,936,30-34,F,18,20,20,1635.0,0,0.0,1.0,0.0,0.0,0.0
734803,936,30-34,F,18,19,21,1631.0,0,0.0,1.0,0.0,0.0,0.0
734852,936,30-34,F,26,30,29,13479.0,3,4.25,1.0,0.0,0.022256843979523704,1.4166666666666667
734854,936,30-34,F,27,33,32,57022.0,13,20.29000032,3.0,3.0,0.02279821823155975,1.5607692553846155
734856,936,30-34,F,27,28,32,5453.0,1,1.389999986,1.0,1.0,0.018338529249954154,1.389999986
734866,936,30-34,F,29,32,31,11803.0,3,4.440000057,1.0,0.0,0.02541726679657714,1.480000019
734881,936,30-34,F,31,32,34,4259.0,1,1.570000052,1.0,1.0,0.023479690068091103,1.570000052
734901,936,30-34,F,64,70,68,1554.0,0,0.0,1.0,0.0,0.0,0.0
734903,936,30-34,F,64,69,67,5323.0,1,1.289999962,1.0,1.0,0.0187863986473793,1.289999962
734925,936,35-39,F,10,11,12,5024.0,1,1.409999967,1.0,1.0,0.019904458598726117,1.409999967
734939,936,35-39,F,16,19,22,104648.0,24,33.33000004,4.0,2.0,0.022934026450577173,1.3887500016666667
734968,936,35-39,F,22,25,27,8504.0,3,3.340000093,1.0,1.0,0.03527751646284102,1.1133333643333334
734999,936,35-39,F,27,32,32,20277.0,6,8.050000072,1.0,0.0,0.029590176061547565,1.3416666786666667
735014,936,35-39,F,29,34,30,12403.0,4,5.210000038,1.0,1.0,0.032250262033379024,1.3025000095
735032,936,35-39,F,32,33,34,498.0,0,0.0,1.0,1.0,0.0,0.0
735033,936,35-39,F,36,40,40,652.0,0,0.0,0.0,0.0,0.0,0.0
735043,936,35-39,F,63,65,69,1357.0,0,0.0,1.0,1.0,0.0,0.0
735048,936,35-39,F,64,65,68,1393.0,0,0.0,1.0,0.0,0.0,0.0
735065,936,40-44,F,7,10,12,648.0,0,0.0,1.0,0.0,0.0,0.0
735109,936,40-44,F,21,26,25,708.0,0,0.0,1.0,1.0,0.0,0.0
735140,936,40-44,F,26,27,31,6907.0,2,2.349999964,1.0,0.0,0.02895613146083683,1.174999982
735143,936,40-44,F,27,28,30,39035.0,13,19.32999957,1.0,0.0,0.03330344562572051,1.4869230438461538
735151,936,40-44,F,28,30,31,926.0,0,0.0,1.0,0.0,0.0,0.0
735184,936,40-44,F,63,66,67,4412.0,1,1.450000048,1.0,0.0,0.022665457842248413,1.450000048
735189,936,40-44,F,64,65,66,9965.0,3,4.050000072,1.0,0.0,0.030105368790767684,1.3500000239999999
735213,936,45-49,F,10,16,11,73634.0,23,32.97999978,1.0,0.0,0.03123557052448597,1.4339130339130435
735220,936,45-49,F,15,17,17,69708.0,20,31.28999949,1.0,0.0,0.02869111149365926,1.5644999745
735242,936,45-49,F,19,25,21,530.0,0,0.0,1.0,0.0,0.0,0.0
735247,936,45-49,F,20,24,25,14257.0,6,8.789999962,1.0,0.0,0.04208459002595216,1.4649999936666667
735289,936,45-49,F,27,30,30,20362.0,5,9.119999886,1.0,1.0,0.02455554464198016,1.8239999772000002
735290,936,45-49,F,27,29,33,12215.0,4,6.26000011,1.0,0.0,0.03274662300450266,1.5650000275
735298,936,45-49,F,29,31,32,85412.0,28,38.63999999,2.0,1.0,0.03278227883669742,1.3799999996428571
736869,936,30-34,M,2,6,8,2338.0,1,0.239999995,1.0,0.0,0.0427715996578272,0.239999995
736890,936,30-34,M,15,16,20,2522.0,0,0.0,1.0,0.0,0.0,0.0
736893,936,30-34,M,16,17,17,3587.0,0,0.0,1.0,0.0,0.0,0.0
736977,936,30-34,M,27,30,28,1273.0,0,0.0,1.0,0.0,0.0,0.0
736988,936,30-34,M,28,29,29,3891.0,1,1.090000033,1.0,0.0,0.02570033410434336,1.090000033
736995,936,30-34,M,29,34,34,1888.0,0,0.0,1.0,0.0,0.0,0.0
736997,936,30-34,M,29,32,33,1895.0,0,0.0,1.0,0.0,0.0,0.0
737097,936,35-39,M,7,10,11,715.0,0,0.0,1.0,0.0,0.0,0.0
737130,936,35-39,M,16,19,18,11199.0,2,2.680000067,1.0,0.0,0.017858737387266718,1.3400000335
737320,936,35-39,M,63,64,66,5676.0,2,3.00999999,1.0,0.0,0.035236081747709654,1.504999995
737375,936,40-44,M,10,11,11,1415.0,0,0.0,1.0,0.0,0.0,0.0
737524,936,40-44,M,30,34,33,2148.0,1,1.580000043,1.0,1.0,0.04655493482309125,1.580000043
737644,936,45-49,M,16,22,17,45401.0,10,14.06000042,1.0,0.0,0.022025946565053633,1.406000042
737657,936,45-49,M,18,23,20,7478.0,2,2.900000095,1.0,1.0,0.02674511901577962,1.4500000475
737658,936,45-49,M,18,19,24,4919.0,1,1.590000033,1.0,0.0,0.020329335230737954,1.590000033
737674,936,45-49,M,20,21,24,533.0,0,0.0,1.0,1.0,0.0,0.0
737766,936,45-49,M,29,33,33,1447.0,0,0.0,1.0,1.0,0.0,0.0
737896,936,30-34,F,16,21,22,17553.0,3,4.590000153,1.0,0.0,0.017091095539224065,1.530000051
737931,936,30-34,F,20,26,24,3343.0,1,0.540000021,1.0,0.0,0.029913251570445706,0.540000021
737961,936,30-34,F,23,29,28,523.0,0,0.0,1.0,0.0,0.0,0.0
737995,936,30-34,F,26,27,31,1873.0,0,0.0,1.0,0.0,0.0,0.0
738006,936,30-34,F,27,29,32,34740.0,7,13.41000009,1.0,1.0,0.020149683362118594,1.9157142985714286
738067,936,30-34,F,32,37,36,658.0,0,0.0,1.0,0.0,0.0,0.0
738098,936,30-34,F,64,70,68,1539.0,0,0.0,1.0,0.0,0.0,0.0
738307,936,35-39,F,31,36,36,3010.0,1,0.860000014,1.0,1.0,0.03322259136212625,0.860000014
738389,936,40-44,F,10,16,12,27081.0,9,10.77000046,1.0,1.0,0.03323363243602526,1.1966667177777779
738408,936,40-44,F,16,22,22,20233.0,4,5.590000153,3.0,0.0,0.019769683190826868,1.39750003825
738413,936,40-44,F,16,17,19,147159.0,36,58.16000044,3.0,1.0,0.024463335575805763,1.6155555677777778
738423,936,40-44,F,18,20,24,21664.0,7,10.61999977,1.0,1.0,0.03231166912850812,1.5171428242857143
738436,936,40-44,F,19,21,20,9112.0,4,5.460000038,1.0,1.0,0.043898156277436345,1.3650000095
738463,936,40-44,F,21,23,24,542.0,0,0.0,1.0,0.0,0.0,0.0
738528,936,40-44,F,30,34,33,402.0,0,0.0,1.0,1.0,0.0,0.0
738560,936,40-44,F,64,70,66,1338.0,0,0.0,1.0,0.0,0.0,0.0
738582,936,45-49,F,10,16,12,46150.0,15,20.17999983,1.0,1.0,0.03250270855904659,1.3453333219999999
738592,936,45-49,F,16,22,20,493821.0,116,176.3799977,4.0,1.0,0.02349029304140569,1.520517221551724
738593,936,45-49,F,16,17,21,92011.0,27,34.39000046,2.0,1.0,0.029344317527252174,1.273703720740741
738598,936,45-49,F,18,23,24,12956.0,4,5.49000001,1.0,1.0,0.030873726458783574,1.3725000025
738606,936,45-49,F,19,20,23,529.0,0,0.0,1.0,0.0,0.0,0.0
738637,936,45-49,F,24,26,30,944.0,1,1.419999957,1.0,0.0,0.1059322033898305,1.419999957
738648,936,45-49,F,26,30,27,111090.0,38,51.97000027,5.0,1.0,0.03420649923485462,1.3676315860526316
747212,936,30-34,M,10,16,14,7208.0,2,3.190000057,1.0,0.0,0.02774694783573807,1.5950000285
747213,936,30-34,M,10,12,11,1746.0,0,0.0,1.0,0.0,0.0,0.0
747220,936,30-34,M,15,17,16,2474.0,0,0.0,2.0,2.0,0.0,0.0
747222,936,30-34,M,16,22,20,12489.0,2,1.960000038,1.0,0.0,0.016014092401313153,0.980000019
747223,936,30-34,M,16,18,18,8032.0,1,0.600000024,2.0,0.0,0.01245019920318725,0.600000024
747248,936,30-34,M,21,24,24,472.0,0,0.0,1.0,1.0,0.0,0.0
747332,936,30-34,M,64,68,65,792.0,0,0.0,1.0,1.0,0.0,0.0
747362,936,35-39,M,15,16,18,4607.0,1,1.149999976,1.0,1.0,0.021706099413935316,1.149999976
747369,936,35-39,M,16,17,21,13355.0,2,3.180000067,1.0,1.0,0.014975664545114188,1.5900000335
747370,936,35-39,M,16,17,19,2936.0,0,0.0,1.0,0.0,0.0,0.0
747401,936,35-39,M,22,25,25,2793.0,1,0.980000019,1.0,1.0,0.03580379520229145,0.980000019
747435,936,35-39,M,28,29,30,1032.0,0,0.0,1.0,0.0,0.0,0.0
747439,936,35-39,M,29,35,33,1662.0,0,0.0,1.0,1.0,0.0,0.0
747489,936,40-44,M,2,7,6,4016.0,2,1.480000049,1.0,1.0,0.049800796812749,0.7400000245
747514,936,40-44,M,16,20,17,14843.0,3,2.939999938,1.0,1.0,0.02021154753082261,0.9799999793333334
747645,936,45-49,M,10,14,13,9674.0,3,4.600000024,1.0,1.0,0.03101095720487906,1.5333333413333332
747659,936,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0,0.016412276382734285,1.3349999785
747675,936,45-49,M,20,22,21,673.0,0,0.0,1.0,0.0,0.0,0.0
747678,936,45-49,M,21,27,23,370.0,0,0.0,1.0,1.0,0.0,0.0
747712,936,45-49,M,26,30,29,450.0,0,0.0,1.0,1.0,0.0,0.0
747790,936,30-34,F,10,12,14,2077.0,0,0.0,1.0,1.0,0.0,0.0
747791,936,30-34,F,10,14,13,31393.0,8,10.96000051,1.0,1.0,0.025483388016436785,1.37000006375
747795,936,30-34,F,15,21,18,8410.0,2,2.359999895,1.0,1.0,0.023781212841854936,1.1799999475
747798,936,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0,0.019316952557564517,1.4700000286
747824,936,30-34,F,21,24,23,608.0,0,0.0,1.0,1.0,0.0,0.0
747828,936,30-34,F,22,24,24,28488.0,10,9.340000033,1.0,0.0,0.035102499297950014,0.9340000033000001
747852,936,30-34,F,26,32,32,10126.0,3,4.619999886,1.0,0.0,0.02962670353545329,1.5399999619999998
747859,936,30-34,F,27,32,33,22572.0,5,8.5,1.0,0.0,0.022151337940811627,1.7
747863,936,30-34,F,27,30,33,1955.0,0,0.0,1.0,1.0,0.0,0.0
747879,936,30-34,F,30,36,31,493.0,0,0.0,1.0,0.0,0.0,0.0
747903,936,30-34,F,63,69,69,1491.0,0,0.0,1.0,1.0,0.0,0.0
747911,936,30-34,F,64,66,66,1495.0,0,0.0,1.0,1.0,0.0,0.0
747968,936,35-39,F,21,27,24,512.0,0,0.0,0.0,0.0,0.0,0.0
747991,936,35-39,F,25,31,27,4868.0,2,2.420000076,1.0,0.0,0.041084634346754315,1.210000038
748000,936,35-39,F,26,27,32,6585.0,2,2.950000048,1.0,0.0,0.030372057706909643,1.475000024
748007,936,35-39,F,27,29,28,10164.0,2,3.720000029,1.0,1.0,0.01967729240456513,1.8600000145
748014,936,35-39,F,29,31,35,11182.0,4,4.449999809,1.0,0.0,0.03577177606868181,1.11249995225
748045,936,35-39,F,63,69,64,1238.0,0,0.0,1.0,0.0,0.0,0.0
748086,936,40-44,F,16,19,18,34127.0,8,13.07000017,1.0,0.0,0.023441849561930433,1.63375002125
748087,936,40-44,F,16,22,19,29466.0,7,10.84999967,2.0,0.0,0.02375619357904025,1.5499999528571429
748089,936,40-44,F,16,18,21,38759.0,9,10.84999967,1.0,0.0,0.023220413323357156,1.205555518888889
748091,936,40-44,F,16,17,19,41720.0,10,12.06000006,1.0,1.0,0.023969319271332692,1.206000006
748225,936,45-49,F,15,16,17,18602.0,5,8.860000134,1.0,0.0,0.026878830233308247,1.7720000268
748230,936,45-49,F,16,17,20,83929.0,21,27.72999954,4.0,1.0,0.025021148828176194,1.3204761685714286
748231,936,45-49,F,16,18,21,25194.0,6,7.349999905,1.0,0.0,0.023815194093831864,1.2249999841666666
748233,936,45-49,F,16,22,18,78627.0,19,26.53000045,1.0,0.0,0.0241647271293576,1.3963158131578948
748235,936,45-49,F,16,18,19,102695.0,25,39.42999983,3.0,0.0,0.024343931057987246,1.5771999932
748294,936,45-49,F,27,32,31,82827.0,24,47.93000031,3.0,0.0,0.028976058531638236,1.99708334625
748295,936,45-49,F,27,31,32,9240.0,3,6.039999962,1.0,0.0,0.032467532467532464,2.0133333206666664
748303,936,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0,0.02595380223202699,1.184999943
748314,936,45-49,F,31,34,32,7821.0,4,6.340000153,1.0,1.0,0.0511443549418233,1.58500003825
748341,936,45-49,F,64,67,68,1363.0,0,0.0,1.0,1.0,0.0,0.0
776318,936,45-49,F,15,16,19,3569.0,0,0.0,1.0,1.0,0.0,0.0
776322,936,45-49,F,16,21,20,119063.0,34,53.21999949,1.0,0.0,0.02855631052468021,1.5652941026470588
776323,936,45-49,F,16,17,18,99078.0,23,35.79999948,2.0,0.0,0.023214033387835845,1.556521716521739
776325,936,45-49,F,16,19,20,452398.0,114,180.2200012,1.0,0.0,0.025199050393679902,1.5808772035087721
776334,936,45-49,F,10,12,16,191223.0,48,76.41000056,1.0,0.0,0.025101582968575953,1.5918750116666667
776336,936,45-49,F,10,15,14,22216.0,6,9.549999952,1.0,0.0,0.02700756211739287,1.5916666586666668
776338,936,45-49,F,10,12,11,48291.0,11,18.01999998,1.0,0.0,0.022778571576484233,1.6381818163636366
776353,936,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0,0.0290286294858304,1.67125
776373,936,45-49,F,25,27,27,10194.0,4,4.590000033,2.0,1.0,0.039238767902687856,1.14750000825
776383,936,45-49,F,23,27,29,1168.0,0,0.0,1.0,1.0,0.0,0.0
776405,936,45-49,F,21,25,22,40126.0,16,25.86000001,1.0,0.0,0.03987439565369087,1.616250000625
776416,936,45-49,F,19,22,20,3659.0,1,0.49000001,1.0,1.0,0.027329871549603715,0.49000001
776430,936,30-34,M,10,14,16,3200.0,0,0.0,1.0,0.0,0.0,0.0
776464,936,45-49,F,29,30,31,7550.0,1,1.679999948,1.0,1.0,0.013245033112582781,1.679999948
776469,936,45-49,F,28,33,29,45397.0,15,25.41999936,1.0,1.0,0.03304183095799282,1.694666624
776473,936,30-34,M,16,22,22,23086.0,2,3.310000062,1.0,1.0,0.008663259118080222,1.655000031
776475,936,30-34,M,16,21,20,16425.0,1,1.549999952,1.0,0.0,0.0060882800608828,1.549999952
776476,936,30-34,M,16,17,18,43756.0,5,5.439999938,0.0,0.0,0.011427004296553616,1.0879999876
776477,936,30-34,M,16,22,17,9982.0,0,0.0,1.0,0.0,0.0,0.0
776489,936,45-49,F,26,31,28,175389.0,55,81.60999787,1.0,0.0,0.031358865151178236,1.4838181430909092
776494,936,30-34,M,15,16,16,7015.0,0,0.0,1.0,0.0,0.0,0.0
776515,936,45-49,F,65,68,68,12706.0,3,4.98999989,1.0,1.0,0.023610892491736188,1.6633332966666667
776519,936,45-49,F,65,71,67,70702.0,20,31.7099998,1.0,0.0,0.028287742920992336,1.58549999
776533,936,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0,0.025028548187776684,1.59500002875
776534,936,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0,0.019860973187686197,1.4199999966666665
776538,936,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0,0.011397310234784592,1.830000043
776551,936,30-34,F,16,18,22,14459.0,1,1.389999986,1.0,0.0,0.006916107614634484,1.389999986
776552,936,30-34,F,16,17,18,21596.0,2,2.809999943,1.0,0.0,0.009260974254491572,1.4049999715
776553,936,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0,0.011982326069048154,1.38124996375
776563,936,30-34,F,7,9,13,1369.0,0,0.0,1.0,1.0,0.0,0.0
776579,936,30-34,F,10,13,14,26910.0,5,7.229999781,1.0,0.0,0.01858045336306206,1.4459999562
776603,936,30-34,F,2,3,6,506.0,0,0.0,1.0,0.0,0.0,0.0
776615,936,45-49,M,63,66,68,11988.0,3,4.269999862,1.0,0.0,0.025025025025025023,1.4233332873333333
776623,936,45-49,M,64,69,65,19353.0,6,9.4799999,1.0,1.0,0.031002945279801578,1.5799999833333331
776631,936,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0,0.01824817518248175,1.4450000525
776643,936,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0,0.017915260816338718,1.761666615
776644,936,30-34,M,15,21,20,20083.0,2,3.200000048,2.0,1.0,0.009958671513220135,1.600000024
776659,936,30-34,M,16,19,22,8817.0,0,0.0,1.0,1.0,0.0,0.0
776661,936,30-34,M,16,18,22,15466.0,1,0.970000029,1.0,0.0,0.006465795939480151,0.970000029
776662,936,30-34,M,16,18,22,27072.0,3,4.370000005,1.0,0.0,0.011081560283687944,1.4566666683333331
776663,936,30-34,M,16,19,22,15753.0,1,0.569999993,1.0,1.0,0.006347997206881229,0.569999993
776668,936,40-44,M,19,21,24,3523.0,1,1.809999943,1.0,1.0,0.02838489923360772,1.809999943
776685,936,40-44,M,16,22,17,7745.0,0,0.0,1.0,0.0,0.0,0.0
776686,936,40-44,M,16,17,21,18709.0,2,3.319999933,1.0,0.0,0.010690042225666791,1.6599999665
776687,936,40-44,M,16,20,20,8022.0,0,0.0,2.0,1.0,0.0,0.0
776696,936,30-34,M,10,11,12,7966.0,1,1.179999948,1.0,1.0,0.012553351744915892,1.179999948
776697,936,30-34,M,10,14,13,4132.0,0,0.0,1.0,1.0,0.0,0.0
776698,936,30-34,M,10,14,16,12785.0,3,4.730000019,2.0,1.0,0.023464998044583497,1.576666673
776699,936,30-34,M,10,16,16,8213.0,1,1.379999995,1.0,1.0,0.0121758188238159,1.379999995
776722,936,30-34,M,2,4,7,545.0,0,0.0,1.0,1.0,0.0,0.0
776725,936,40-44,M,23,26,27,2479.0,1,1.25999999,1.0,0.0,0.04033884630899556,1.25999999
776780,936,40-44,M,2,4,3,3812.0,2,3.049999952,1.0,0.0,0.05246589716684155,1.524999976
776793,936,45-49,M,21,23,26,1609.0,0,0.0,1.0,0.0,0.0,0.0
776799,936,45-49,M,20,22,26,10257.0,3,3.579999924,1.0,1.0,0.029248318221702253,1.193333308
776817,936,40-44,M,10,14,16,12356.0,4,6.279999971,1.0,0.0,0.03237293622531564,1.56999999275
776825,936,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0,0.013495276653171389,1.210000038
776829,936,45-49,M,16,20,19,140098.0,28,46.63000011,1.0,0.0,0.0199860097931448,1.6653571467857142
776831,936,45-49,M,16,18,20,107021.0,20,34.44000012,1.0,0.0,0.018687921062221433,1.722000006
776840,936,35-39,M,36,38,40,2797.0,1,1.289999962,1.0,0.0,0.03575259206292456,1.289999962
776861,936,45-49,M,7,9,12,16461.0,6,9.21999979,1.0,0.0,0.03644979041370512,1.5366666316666666
776892,936,40-44,M,63,66,69,17488.0,5,7.719999909,1.0,0.0,0.028591033851784083,1.5439999818
776928,936,35-39,M,10,11,15,9750.0,2,1.5,1.0,1.0,0.020512820512820513,0.75
776935,936,45-49,M,36,41,38,1136.0,0,0.0,1.0,1.0,0.0,0.0
777105,936,45-49,M,63,67,67,4333.0,1,0.180000007,1.0,1.0,0.02307869836141242,0.180000007
777130,936,35-39,M,16,21,22,6260.0,0,0.0,1.0,0.0,0.0,0.0
777131,936,35-39,M,16,19,21,6359.0,0,0.0,1.0,0.0,0.0,0.0
777166,936,30-34,M,63,69,65,2383.0,0,0.0,1.0,1.0,0.0,0.0
777187,936,40-44,M,27,31,28,11292.0,3,5.389999866,1.0,1.0,0.026567481402763018,1.796666622
777198,936,30-34,M,64,70,69,12729.0,4,5.779999852,1.0,0.0,0.031424306701233404,1.444999963
777200,936,30-34,M,64,69,70,1898.0,0,0.0,1.0,1.0,0.0,0.0
777201,936,30-34,M,64,69,65,1882.0,0,0.0,1.0,1.0,0.0,0.0
